Brand,Model,Body_Type,Fuel,Transmission,Owner,Owner_No,Year,KM,Price,Seats,Engine_CC,Power,City
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,1st Owner,1,2013,75498.0,350000.0,5.0,998.0,67.1bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2017,95963.0,630000.0,5.0,1497.0,117.3bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,1st Owner,1,2015,46613.0,409999.99999999994,5.0,998.0,67.04bhp,Chennai
Honda,Honda WR-V,SUV,Petrol,Manual,1st Owner,1,2017,30000.0,725000.0,5.0,1199.0,88.7bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,1st Owner,1,2015,18722.0,466000.0,5.0,1198.0,86.7bhp,Chennai
Kia,Kia Seltos,SUV,Petrol,Automatic,1st Owner,1,2023,5593.0,1864000.0,5.0,1353.0,138.08bhp,Chennai
Audi,Audi Q3,SUV,Diesel,Automatic,1st Owner,1,2017,40000.0,2700000.0,5.0,1968.0,174.33bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2021,20875.0,503000.0,5.0,998.0,65.71bhp,Chennai
Renault,Renault KWID,Hatchback,Petrol,Manual,2nd Owner,2,2018,46436.0,309000.0,5.0,799.0,53.3bhp,Chennai
Honda,Honda City,Sedan,Petrol,Automatic,1st Owner,1,2016,127672.0,640000.0,5.0,1497.0,117.3bhp,Chennai
Hyundai,Hyundai Venue,SUV,Petrol,Manual,1st Owner,1,2021,12814.0,841000.0,5.0,1197.0,81.86bhp,Chennai
Tata,Tata New Safari,SUV,Diesel,Manual,1st Owner,1,2022,26000.0,1889999.9999999998,7.0,1956.0,167.67bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2011,45851.0,288000.0,5.0,1197.0,78.9bhp,Chennai
Hyundai,Hyundai Venue,SUV,Petrol,Manual,1st Owner,1,2021,36349.0,940000.0,5.0,998.0,118.35bhp,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Automatic,1st Owner,1,2018,35000.0,844999.9999999999,5.0,1197.0,103.5bhp,Chennai
Tata,Tata New Safari,SUV,Diesel,Automatic,1st Owner,1,2021,17059.0,2055999.9999999998,7.0,1956.0,167.67bhp,Chennai
BMW,BMW X5,SUV,Diesel,Automatic,1st Owner,1,2019,37000.0,7700000.0,5.0,2993.0,261.50bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,2nd Owner,2,2016,48163.0,400000.0,5.0,998.0,67.04bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,3rd Owner,3,2013,40000.0,425000.0,5.0,1197.0,85.8bhp,Chennai
Tata,Tata Indigo,Sedan,Diesel,Manual,2nd Owner,2,2008,150000.0,200000.0,5.0,1405.0,70,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,1st Owner,1,2020,20000.0,750000.0,5.0,999.0,75.10bhp,Chennai
Hyundai,Hyundai Creta,SUV,Diesel,Automatic,1st Owner,1,2019,47000.0,1689999.9999999998,5.0,1582.0,126.2bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2013,112711.0,310000.0,5.0,1197.0,78.9bhp,Chennai
Toyota,Toyota Fortuner,SUV,Diesel,Automatic,1st Owner,1,2020,53000.0,3900000.0,7.0,2755.0,174.5bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,2nd Owner,2,2016,65895.0,437000.0,5.0,998.0,65.71bhp,Chennai
Mahindra,Mahindra XUV300,SUV,Petrol,Automatic,1st Owner,1,2022,15625.0,1026000.0,5.0,1197.0,108.6bhp,Chennai
Maruti,Maruti Swift,Hatchback,Diesel,Manual,1st Owner,1,2015,107595.0,560000.0,5.0,1248.0,74bhp,Chennai
Maruti,Maruti Ignis,Hatchback,Petrol,Manual,1st Owner,1,2017,23838.0,532000.0,5.0,1197.0,81.80bhp,Chennai
Maruti,Maruti Alto K10,Hatchback,Petrol,Manual,1st Owner,1,2015,28975.0,323000.0,5.0,998.0,65.71bhp,Chennai
Honda,Honda WR-V,SUV,Petrol,Manual,1st Owner,1,2018,30742.0,770000.0,5.0,1199.0,88.7bhp,Chennai
Maruti,Maruti S-Presso,Hatchback,Petrol,Manual,1st Owner,1,2022,10363.0,492000.0,5.0,998.0,65.71bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2015,100000.0,650000.0,5.0,1497.0,117.3bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2016,75555.0,633000.0,5.0,1497.0,117.3bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Manual,2nd Owner,2,2018,60929.0,982000.0,5.0,1591.0,121.3bhp,Chennai
BMW,BMW X5,SUV,Diesel,Automatic,2nd Owner,2,2009,78000.0,1350000.0,5.0,2993.0,245bhp,Chennai
Maruti,Maruti Vitara Brezza,SUV,Diesel,Manual,1st Owner,1,2017,120000.0,900000.0,5.0,1248.0,88.5bhp,Chennai
Honda,Honda Amaze,Sedan,Diesel,Manual,1st Owner,1,2014,143185.0,370000.0,5.0,1498.0,98.6bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,1st Owner,1,2017,115434.0,620000.0,5.0,1373.0,91.1bhp,Chennai
Maruti,Maruti Ignis,Hatchback,Petrol,Manual,1st Owner,1,2018,43000.0,480000.0,5.0,1197.0,81.80bhp,Chennai
Honda,Honda Brio,Hatchback,Petrol,Manual,1st Owner,1,2015,63309.0,430000.0,5.0,1198.0,86.8bhp,Chennai
Maruti,Maruti Swift,Hatchback,Diesel,Manual,1st Owner,1,2015,150000.0,500000.0,5.0,1248.0,74bhp,Chennai
BMW,BMW 7 Series,Sedan,Diesel,Automatic,1st Owner,1,2019,53000.0,7600000.0,5.0,2993.0,258bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2019,39386.0,790000.0,5.0,1197.0,81.80bhp,Chennai
BMW,BMW 6 Series,Sedan,Diesel,Automatic,1st Owner,1,2018,42000.0,5200000.0,4.0,2993.0,261.4bhp,Chennai
Renault,Renault Triber,MUV,Petrol,Automatic,1st Owner,1,2021,29257.0,776000.0,7.0,999.0,71.01bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Automatic,1st Owner,1,2017,61829.0,702000.0,5.0,1197.0,83.1bhp,Chennai
Maruti,Maruti Alto K10,Hatchback,Petrol,Manual,1st Owner,1,2014,83901.0,290000.0,5.0,998.0,67.05bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2014,33295.0,383000.0,5.0,998.0,65.71bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2015,33610.0,411000.00000000006,5.0,998.0,65.71bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Diesel,Manual,1st Owner,1,2014,95600.0,615000.0,5.0,1248.0,88.5bhp,Chennai
Tata,Tata Tiago,Hatchback,Petrol,Manual,1st Owner,1,2018,20960.0,515000.00000000006,5.0,1199.0,84bhp,Chennai
BMW,BMW 3 Series,Sedan,Diesel,Automatic,1st Owner,1,2016,66000.0,2575000.0,5.0,1995.0,187.74bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,2nd Owner,2,2015,85105.0,507000.0,5.0,1197.0,81.83bhp,Chennai
Hyundai,Hyundai EON,Hatchback,Petrol,Manual,2nd Owner,2,2016,44519.0,322000.0,5.0,814.0,55.2bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2017,54024.0,575000.0,5.0,1197.0,83.1bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2020,20027.0,850000.0,5.0,1197.0,81.80bhp,Chennai
Audi,Audi A6,Sedan,Diesel,Automatic,1st Owner,1,2019,44000.0,3700000.0,5.0,1968.0,187.74bhp,Chennai
Audi,Audi Q3,SUV,Diesel,Automatic,1st Owner,1,2014,58000.0,1800000.0,5.0,1968.0,174.33bhp,Chennai
Honda,Honda Amaze,Sedan,Diesel,Manual,1st Owner,1,2013,67905.0,425000.0,5.0,1498.0,98.6bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2017,62604.0,650000.0,5.0,1197.0,81.80bhp,Chennai
Toyota,Toyota Innova,MUV,Diesel,Manual,1st Owner,1,2009,120000.0,750000.0,7.0,2494.0,102,Chennai
Honda,Honda Amaze,Sedan,Diesel,Manual,1st Owner,1,2014,105781.0,450000.0,5.0,1498.0,98.6bhp,Chennai
Maruti,Maruti Ciaz,Sedan,Petrol,Manual,1st Owner,1,2017,68724.0,720000.0,5.0,1373.0,91.1bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,1st Owner,1,2014,67000.0,425000.0,5.0,998.0,67.04bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,2nd Owner,2,2010,110273.0,235000.0,5.0,1197.0,78.9bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,2nd Owner,2,2016,65628.0,437000.0,5.0,998.0,67.04bhp,Chennai
Volkswagen,Volkswagen Polo,Hatchback,Petrol,Manual,1st Owner,1,2014,106075.0,409999.99999999994,5.0,1198.0,74bhp,Chennai
Maruti,Maruti Ignis,Hatchback,Petrol,Manual,1st Owner,1,2022,6023.0,731000.0,5.0,1197.0,81.80bhp,Chennai
Tata,Tata Tiago,Hatchback,Petrol,Manual,2nd Owner,2,2018,38999.0,501999.99999999994,5.0,1199.0,84bhp,Chennai
Toyota,Toyota Innova Crysta,MUV,Diesel,Manual,1st Owner,1,2018,105000.0,2050000.0,7.0,2393.0,147.51bhp,Chennai
Tata,Tata New Safari,SUV,Diesel,Automatic,1st Owner,1,2022,7811.0,1963000.0,7.0,1956.0,167.67bhp,Chennai
Maruti,Maruti Alto K10,Hatchback,Petrol,Manual,2nd Owner,2,2011,58747.0,222000.00000000003,5.0,998.0,67.1bhp,Chennai
Tata,Tata Harrier,SUV,Diesel,Manual,1st Owner,1,2019,34965.0,1497000.0,5.0,1956.0,138.1bhp,Chennai
Ford,Ford Ecosport,SUV,Diesel,Manual,2nd Owner,2,2015,106360.0,529000.0,5.0,1498.0,89.84bhp,Chennai
Maruti,Maruti Ritz,Hatchback,Petrol,Manual,2nd Owner,2,2010,162049.0,210000.0,5.0,1197.0,85.80bhp,Chennai
Mercedes-Benz,Mercedes-Benz GLE,SUV,Diesel,Automatic,1st Owner,1,2020,30000.0,7450000.0,5.0,1950.0,241.38bhp,Chennai
Toyota,Toyota Urban cruiser,SUV,Petrol,Manual,1st Owner,1,2021,26000.0,975000.0,5.0,1462.0,103.26bhp,Chennai
Kia,Kia Seltos,SUV,Petrol,Automatic,1st Owner,1,2020,25000.0,1450000.0,5.0,1497.0,113.43bhp,Chennai
Mercedes-Benz,Mercedes-Benz GLC,SUV,Diesel,Automatic,1st Owner,1,2021,35000.0,6200000.0,5.0,1950.0,194bhp,Chennai
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2020,57000.0,595000.0,5.0,1197.0,81.80bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Manual,1st Owner,1,2017,49000.0,767000.0,5.0,1591.0,121.3bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2022,30000.0,825000.0,5.0,1197.0,81.80bhp,Chennai
Hyundai,Hyundai Santro,Hatchback,Petrol,Manual,3rd Owner,3,2002,120000.0,45000.0,5.0,1086.0,,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Automatic,3rd Owner,3,2014,40000.0,335000.0,5.0,1197.0,78.9bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Automatic,1st Owner,1,2015,53250.0,558000.0,5.0,1199.0,88.7bhp,Chennai
Tata,Tata Tiago,Hatchback,Petrol,Manual,1st Owner,1,2022,8848.0,649000.0,5.0,1199.0,84.82bhp,Chennai
Tata,Tata Harrier,SUV,Diesel,Automatic,1st Owner,1,2022,3000.0,2250000.0,5.0,1956.0,167.67bhp,Chennai
Skoda,Skoda Rapid,Sedan,Petrol,Manual,1st Owner,1,2021,34628.0,1110000.0,5.0,999.0,108.62bhp,Chennai
Maruti,Maruti Ignis,Hatchback,Petrol,Manual,1st Owner,1,2022,8579.0,672000.0,5.0,1197.0,81.80bhp,Chennai
Renault,Renault Triber,MUV,Petrol,Manual,1st Owner,1,2022,17000.0,675000.0,7.0,999.0,71.01bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2017,40021.0,795000.0,5.0,1497.0,117.3bhp,Chennai
Mercedes-Benz,Mercedes-Benz GLS,SUV,Diesel,Automatic,1st Owner,1,2021,52000.0,1.13,7.0,2925.0,325.86bhp3600-4200rpm,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,2nd Owner,2,2017,46946.0,587000.0,5.0,1197.0,81.83bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Automatic,1st Owner,1,2019,30772.0,807000.0,5.0,1199.0,88.7bhp,Chennai
Ford,Ford Figo,Hatchback,Diesel,Manual,1st Owner,1,2012,74008.0,260000.0,5.0,1399.0,68bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Diesel,Manual,1st Owner,1,2017,31000.0,760000.0,5.0,1248.0,74.02bhp,Chennai
Mahindra,Mahindra Bolero,SUV,Diesel,Manual,1st Owner,1,2022,20000.0,1070000.0,7.0,1493.0,74.96bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,2nd Owner,2,2020,20000.0,650000.0,5.0,1197.0,81.80bhp,Chennai
Maruti,Maruti S-Presso,Hatchback,Petrol,Automatic,1st Owner,1,2020,31137.0,520000.0,5.0,998.0,67.05bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Diesel,Manual,1st Owner,1,2011,90000.0,350000.0,5.0,1248.0,73.9bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Manual,1st Owner,1,2015,77000.0,875000.0,5.0,1591.0,121.3bhp,Chennai
BMW,BMW 3 Series GT,Sedan,Diesel,Automatic,1st Owner,1,2019,16000.0,4350000.0,5.0,1995.0,188bhp,Chennai
Mahindra,Mahindra XUV500,SUV,Diesel,Automatic,1st Owner,1,2018,23000.0,1450000.0,7.0,2179.0,140bhp,Chennai
Mahindra,Mahindra Thar,SUV,Petrol,Manual,1st Owner,1,2022,9000.0,1725000.0,4.0,1997.0,150bhp,Chennai
Datsun,Datsun RediGO,Hatchback,Petrol,Manual,1st Owner,1,2018,28733.0,302000.0,5.0,799.0,53.64bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Diesel,Automatic,1st Owner,1,2018,61828.0,1060000.0,5.0,1582.0,126.2bhp,Chennai
Toyota,Toyota Innova,MUV,Diesel,Manual,2nd Owner,2,2007,150000.0,600000.0,8.0,2494.0,102,Chennai
Tata,Tata Tigor,Sedan,Petrol,Manual,1st Owner,1,2022,60431.0,722000.0,5.0,1199.0,84.82bhp,Chennai
Maruti,Maruti Celerio X,Hatchback,Petrol,Manual,1st Owner,1,2018,53269.0,463000.0,5.0,998.0,67bhp,Chennai
MG,MG Hector,SUV,Petrol,Automatic,1st Owner,1,2021,38000.0,1770000.0,5.0,1451.0,141bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,2nd Owner,2,2019,37778.0,627000.0,5.0,1199.0,88.76bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2017,54024.0,575000.0,5.0,1197.0,83.1bhp,Chennai
Tata,Tata Nexon,SUV,Petrol,Manual,2nd Owner,2,2018,85941.0,658000.0,5.0,1198.0,108.5bhp,Chennai
Maruti,Maruti Celerio X,Hatchback,Petrol,Automatic,1st Owner,1,2018,89329.0,476999.99999999994,5.0,998.0,67bhp,Chennai
Tata,Tata Tiago,Hatchback,Petrol,Manual,2nd Owner,2,2019,40000.0,500000.0,5.0,1199.0,84bhp,Chennai
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2017,17000.0,650000.0,5.0,1197.0,81.80bhp,Chennai
Maruti,Maruti Ignis,Hatchback,Petrol,Manual,1st Owner,1,2017,83887.0,455000.0,5.0,1197.0,81.80bhp,Chennai
Hyundai,Hyundai i20 Active,Hatchback,Diesel,Manual,1st Owner,1,2015,150000.0,475000.0,5.0,1396.0,88.73bhp,Chennai
Toyota,Toyota Innova Crysta,MUV,Diesel,Automatic,1st Owner,1,2021,39000.0,2800000.0,7.0,2393.0,148bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Automatic,1st Owner,1,2018,23000.0,975000.0,5.0,1591.0,121.3bhp,Chennai
Hyundai,Hyundai Verna,Sedan,Petrol,Manual,1st Owner,1,2017,80000.0,750000.0,5.0,1591.0,121.3bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Automatic,1st Owner,1,2016,34000.0,484999.99999999994,5.0,998.0,67.04bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2017,29973.0,459999.99999999994,5.0,998.0,67.04bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,1st Owner,1,2021,30000.0,1265000.0,5.0,1498.0,119.35bhp,Chennai
Hyundai,Hyundai i20 Active,Hatchback,Diesel,Manual,2nd Owner,2,2016,80805.0,567000.0,5.0,1396.0,88.73bhp,Chennai
Tata,Tata Tiago,Hatchback,Petrol,Manual,1st Owner,1,2020,26235.0,619000.0,5.0,1199.0,83.83bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,0th Owner,0,2017,95963.0,630000.0,5.0,1497.0,117.3bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Manual,1st Owner,1,2018,83294.0,835000.0,5.0,1591.0,121.3bhp,Chennai
MG,MG Hector,SUV,Diesel,Manual,2nd Owner,2,2021,17963.0,1703000.0,5.0,1956.0,167.68bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2019,102696.0,635000.0,5.0,1197.0,83.1bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Diesel,Manual,2nd Owner,2,2019,57206.0,635000.0,5.0,1396.0,88.76bhp,Chennai
Ford,Ford Figo,Hatchback,Diesel,Manual,2nd Owner,2,2013,120000.0,300000.0,5.0,1399.0,68.05bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2017,81829.0,657000.0,5.0,1197.0,81.83bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,2nd Owner,2,2014,54395.0,390000.0,5.0,998.0,65.71bhp,Chennai
Tata,Tata Tigor,Sedan,Diesel,Manual,1st Owner,1,2019,50000.0,620000.0,5.0,1047.0,69bhp,Chennai
Volkswagen,Volkswagen Ameo,Sedan,Petrol,Manual,2nd Owner,2,2017,70000.0,465000.00000000006,5.0,1198.0,73.75bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2015,36000.0,590000.0,5.0,1197.0,81.83bhp,Chennai
Isuzu,Isuzu MU 7,SUV,Diesel,Manual,2nd Owner,2,2016,125000.0,950000.0,7.0,2999.0,161bhp,Chennai
Mercedes-Benz,Mercedes-Benz CLA,Sedan,Diesel,Automatic,2nd Owner,2,2018,75000.0,2150000.0,5.0,2143.0,136bhp,Chennai
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,1st Owner,1,2018,45007.0,4600000.0,5.0,1950.0,191.76bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,1st Owner,1,2016,49617.0,490000.00000000006,5.0,1199.0,88.76bhp,Chennai
Toyota,Toyota Etios,Sedan,Petrol,Manual,1st Owner,1,2016,57782.0,620000.0,5.0,1496.0,88.73bhp,Chennai
Skoda,Skoda Superb,Sedan,Diesel,Automatic,1st Owner,1,2015,38000.0,1950000.0,5.0,1968.0,138.03bhp,Chennai
BMW,BMW 5 Series,Sedan,Diesel,Automatic,3rd Owner,3,2008,110000.0,680000.0,5.0,2993.0,235 ,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Manual,2nd Owner,2,2018,22066.0,594000.0,5.0,1199.0,88.7bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2016,65707.0,536000.0,5.0,1197.0,81.83bhp,Chennai
Maruti,Maruti Celerio,Hatchback,Petrol,Manual,1st Owner,1,2015,89488.0,365000.0,5.0,998.0,67.04bhp,Chennai
Maruti,Maruti Ignis,Hatchback,Petrol,Automatic,2nd Owner,2,2017,88663.0,544000.0,5.0,1197.0,81.80bhp,Chennai
Tata,Tata Tiago,Hatchback,Petrol,Manual,1st Owner,1,2020,31679.0,566000.0,5.0,1199.0,83.83bhp,Chennai
Hyundai,Hyundai Grand i10,Hatchback,Petrol,Manual,1st Owner,1,2013,68178.0,420000.0,5.0,1197.0,82bhp,Chennai
Honda,Honda City,Sedan,Petrol,Manual,2nd Owner,2,2017,61279.0,748000.0,5.0,1497.0,117.3bhp,Chennai
Honda,Honda Amaze,Sedan,Petrol,Manual,1st Owner,1,2021,8963.0,880000.0000000001,5.0,1199.0,88.76bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2017,80281.0,616000.0,5.0,1197.0,81.80bhp,Chennai
MG,MG Hector,SUV,Petrol,Manual,1st Owner,1,2020,50580.0,1554000.0,5.0,1451.0,141bhp,Chennai
Mini,Mini Cooper,Hatchback,Petrol,Automatic,1st Owner,1,2014,21000.0,2100000.0,5.0,1598.0,98bhp,Chennai
Audi,Audi Q3,SUV,Diesel,Automatic,1st Owner,1,2016,55000.0,2175000.0,5.0,1968.0,174.33bhp,Chennai
Mercedes-Benz,Mercedes-Benz GLE,SUV,Diesel,Automatic,2nd Owner,2,2018,70000.0,4200000.0,5.0,2143.0,201.15bhp,Chennai
Audi,Audi Q5,SUV,Petrol,Automatic,1st Owner,1,2019,58000.0,4300000.0,5.0,1984.0,248bhp,Chennai
Volkswagen,Volkswagen Vento,Sedan,Petrol,Manual,1st Owner,1,2018,65224.0,725000.0,5.0,1598.0,103.2bhp,Chennai
Maruti,Maruti Ritz,Hatchback,Petrol,Manual,1st Owner,1,2010,120000.0,275000.0,5.0,1197.0,85.80bhp,Chennai
BMW,BMW X5,SUV,Diesel,Automatic,1st Owner,1,2018,42001.0,5750000.0,5.0,2993.0,258bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2017,30316.0,635000.0,5.0,1197.0,85.8bhp,Chennai
Mercedes-Benz,Mercedes-Benz E-Class,Sedan,Diesel,Automatic,3rd Owner,3,2013,64000.0,1800000.0,5.0,2143.0,204bhp,Chennai
Volvo,Volvo S60,Sedan,Diesel,Automatic,1st Owner,1,2015,40000.0,1900000.0,5.0,1984.0,181bhp,Chennai
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2017,100526.0,509999.99999999994,5.0,1197.0,88.50bhp,Chennai
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2021,17273.0,817000.0,5.0,1197.0,88.50bhp,Chennai
Maruti,Maruti SX4 S Cross,SUV,Diesel,Manual,1st Owner,1,2018,107737.0,850000.0,5.0,1248.0,88.5bhp,Chennai
Ford,Ford Ecosport,SUV,Petrol,Manual,2nd Owner,2,2016,111586.0,539000.0,5.0,1499.0,110.4bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Automatic,2nd Owner,2,2017,73369.0,538000.0,5.0,1197.0,83.1bhp,Chennai
Maruti,Maruti Alto,Hatchback,Petrol,Manual,1st Owner,1,2012,63697.0,235000.0,5.0,796.0,46.3bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2018,45224.0,666000.0,5.0,1197.0,81.83bhp,Chennai
Ford,Ford Figo,Hatchback,Diesel,Manual,2nd Owner,2,2010,110701.0,210000.0,5.0,1399.0,68bhp,Chennai
Maruti,Maruti Wagon R,Hatchback,Petrol,Manual,2nd Owner,2,2016,49124.0,413000.0,5.0,998.0,67.04bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,1st Owner,1,2016,96861.0,505000.0,5.0,1197.0,88.50bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,2nd Owner,2,2009,64636.0,300000.0,5.0,1197.0,78.9bhp,Chennai
Audi,Audi A6,Sedan,Diesel,Automatic,1st Owner,1,2014,134000.0,890000.0,5.0,1968.0,174.33bhp,Chennai
Maruti,Maruti 800,Hatchback,Petrol,Manual,1st Owner,1,2002,20000.0,140000.0,4.0,796.0,37bhp,Chennai
Renault,Renault Kiger,SUV,Petrol,Automatic,1st Owner,1,2022,14118.0,810000.0,5.0,999.0,71.01bhp,Chennai
Jeep,Jeep Meridian,SUV,Diesel,Automatic,1st Owner,1,2023,1200.0,4100000.0,7.0,1956.0,172.35bhp,Chennai
Ford,Ford Ecosport,SUV,Petrol,Automatic,2nd Owner,2,2018,36000.0,725000.0,5.0,1497.0,121.36bhp,Chennai
Skoda,Skoda Kushaq,SUV,Petrol,Automatic,1st Owner,1,2022,10000.0,1755000.0,5.0,999.0,113.98bhp,Chennai
Kia,Kia Seltos,SUV,Petrol,Manual,1st Owner,1,2019,50000.0,1050000.0,5.0,1497.0,113.43bhp,Chennai
Toyota,Toyota Urban cruiser,SUV,Petrol,Manual,1st Owner,1,2021,30000.0,1000000.0,5.0,1462.0,103.26bhp,Chennai
Skoda,Skoda Rapid,Sedan,Petrol,Automatic,1st Owner,1,2018,29000.0,850000.0,5.0,1598.0,103.2bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,2nd Owner,2,2014,55940.0,508000.0,5.0,1197.0,81.83bhp,Chennai
Honda,Honda City,Sedan,Diesel,Manual,2nd Owner,2,2018,115915.0,851000.0,5.0,1498.0,97.9bhp,Chennai
Renault,Renault KWID,Hatchback,Petrol,Automatic,1st Owner,1,2022,1000.0,625000.0,5.0,999.0,67.06bhp,Chennai
Honda,Honda Jazz,Hatchback,Petrol,Automatic,2nd Owner,2,2016,96184.0,560000.0,5.0,1199.0,88.7bhp,Chennai
Hyundai,Hyundai i10,Hatchback,Petrol,Manual,1st Owner,1,2014,87780.0,335000.0,5.0,1086.0,68.05bhp,Chennai
Hyundai,Hyundai i20,Hatchback,Petrol,Manual,1st Owner,1,2015,118921.0,445000.0,5.0,1197.0,81.83bhp,Chennai
Ford,Ford Ecosport,SUV,Diesel,Manual,2nd Owner,2,2019,73834.0,830000.0000000001,5.0,1498.0,98.96bhp,Chennai
Mahindra,Mahindra Thar,SUV,Diesel,Automatic,1st Owner,1,2022,20000.0,1789999.9999999998,4.0,2184.0,130bhp,Chennai
Maruti,Maruti Baleno,Hatchback,Petrol,Manual,1st Owner,1,2016,38514.0,630000.0,5.0,1197.0,83.1bhp,Chennai
Maruti,Maruti Swift Dzire,Sedan,Petrol,Manual,2nd Owner,2,2016,74401.0,527000.0,5.0,1197.0,88.50bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Automatic,1st Owner,1,2020,40000.0,1320000.0,5.0,1353.0,138.12bhp,Chennai
Maruti,Maruti Swift,Hatchback,Petrol,Manual,1st Owner,1,2022,9000.0,860000.0,5.0,1197.0,88.50bhp,Chennai
Hyundai,Hyundai Creta,SUV,Petrol,Manual,1st Owner,1,2017,50000.0,766000.0,5.0,1591.0,121.3bhp,Chennai
